what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1348756299283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756303136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756315424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348756344290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756344341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756345029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756411925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756415866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756416385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756432712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348756439899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348756440069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348756451273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348756451508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756468055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756484912
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348756540231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756549614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756556824
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348756557558
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348756558001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756560311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348756582009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348756585949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348756616897
