what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349131338052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349131338443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349131346967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131350032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131354703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349131363572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349131366163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349131370314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131371913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131372979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131374727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131375880
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349131378818
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1349131385777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349131389958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349131390840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349131394028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349131401748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349131404544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349131436466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131439373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131517003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131520665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131522195
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349131526631
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1349131536096
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1349131536097
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1349131536097
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1349131536097
