what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124588308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124591340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124592658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349124594327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124594382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124595558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349124599641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124599767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124601429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1349124604094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124604156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124606472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124613382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124616954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124620202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124623802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349124655543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126461932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126543538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126580889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126596648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126602411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126604906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126621068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126623822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126633087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126637379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126720439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126724355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126732790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126950084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126958782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349126960222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127041704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127047426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127056623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349127063170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127081756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127082709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127096216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127098072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349127105975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349127106002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349127106146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349127106339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349127106659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349127107003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349127108345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127110309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127111491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127119172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349127122232
