what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1348784152004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784152308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348784152319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784154599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784156775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784159246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784159907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348784159917
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348784173141
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1348784175716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348784176434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784180353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784181771
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1348784181809
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1348784183547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348784186870
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1348784188550
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1348784244190
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1348784244442
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1348784244521
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1348784244770
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1348784244777
started,bundle,org.eclipse.mylyn.java.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.java.ui",1348784244850
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1348784245794
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348784267499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784268639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784268828
started,bundle,org.eclipse.wb.os,1.5.0.r37x201206111201,"org.eclipse.wb.os",1348784307204
started,bundle,org.eclipse.wb.os.win32,1.5.0.r37x201206111201,"org.eclipse.wb.os.win32",1348784307242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784357419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784358031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1348784391081
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1348784403352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348784404695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784407436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784409061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348784421941
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1348784427958
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348784429370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348784439993
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1348784440872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348784442649
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348784448913
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348784457411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784460711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784460942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784478250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784479844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784480303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784485665
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348784503566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784505210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348784505429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348784514870
